fid
304517
310296
305562
375942
202021
331241
286957
16539
296112
214195
276471
236617
306098
241860
250384
363750
375040
188778
356438
236483
371119
250107
230856
365983
269775
357995
310007
318415
279886
274378
319990
210664
354991
299021
247615
282244
215127
256797
267295
344880
204123
254954
293257
323396
302805
257458
299414
325087
284864
243956
265175
302674
328246
259030
327588
195209
272130
250256
323908
264416
230704
258884
327990
294960
217464
304380
199118
314479
289446
20731
323244
2382
372158
211197
252474
249455
327180
239097
301224
363878
188254
285513
257866
354452
339899
218402
292858
244346
248139
225857
300834
194292
274887
257333
248285
266759
267036
268066
296651
276980
279362
239764
216172
360749
349998
306863
261769
222844
374766
211313
296666
313434
288919
335707
344487
278022
357069
253001
215386
259149
328112
279883
15491
10763
295591
297318
239100
17042
269525
14952
367171
233851
272919
340176
213668
8268
211715
291789
303591
307390
302796
303731
20463
275798
339107
329410
318656
371226
218536
247621
280517
5139
334281
7479
6687
222466
362836
279204
248020
227054
21383
366260
270418
3808
313696
280139
196382
344085
346449
358141
300596
276986
16926
289964
262689
17980
244215
293507
359296
240666
298092
345925
194524
292328
291131
15732
332033
274360
14035
313291
353026
196236
249202
309480
299917
290628
251676
265461
341730
260867
271213
355783
18882
328380
255109
351951
374516
367710
21267
195337
346333
246981
258375
258256
283149
257604
305053
353407
340158
258643
282488
268980
369136
290372
315521
336776
341599
266238
279094
304898
352094
212245
297949
12990
321687
292602
254326
294692
335055
347366
307256
13136
1459
244730
268876
18358
304520
279356
245778
296922
217333
5508
330220
321550
20612
19275
276459
12478
196233
295999
926
368335
15756
195852
20603
257068
212623
333599
330348
352222
339396
245921
143
261245
15872
273312
370443
357078
273967
197945
211584
260221
269507
258622
336365
354851
251834
235822
340161
339789
284444
362979
292441
290631
212376
281574
2510
249336
337142
286570
302677
23482
235825
188915
274509
189439
16929
6428
275688
20862
267929
239353
265330
196254
293358
278296
349477
329535
211301
261668
274229
322729
4064
268340
314616
364542
350519
293239
252087
292593
24
195188
236745
329017
361127
363637
313035
194393
17438
372021
251548
319707
334260
344743
322601
354580
20865
18614
254192
9852
322345
189817
256684
336496
260855
212903
283417
332420
340825
265973
306994
331384
300191
345794
11552
342004
223392
370446
341605
202929
194408
273708
294671
334519
277111
197284
272258
278817
239359
256151
248541
272788
252986
316054
252620
351966
297041
262186
16917
242658
258756
315804
304505
5270
212620
354053
272797
318552
201488
248154
250503
332301
313961
235423
310281
20606
204897
286153
238070
306875
254058
10111
11683
261513
351582
359710
347241
15104
317766
299396
239755
255362
268584
266905
210646
244218
308694
370830
1197
316849
296389
311600
330747
241348
335987
338208
326942
345934
194131
265071
332819
316825
238835
4600
273699
235304
331652
364411
316718
354967
302948
277912
267932
19010
262058
317629
340045
237549
293641
311582
206740
356042
292971
292203
338473
279082
246829
286418
323387
346452
262433
228212
251179
364027
279618
352499
280380
190085
308438
294028
298083
262951
197570
8914
250241
241991
348024
324310
242771
316971
263228
240407
287859
307804
188894
215648
279862
344371
196373
7762
372688
11567
248419
20082
210414
368597
343436
298741
314592
310802
193756
258390
308718
288401
302546
278171
322217
247901
242509
306997
362467
328225
300188
346074
1325
282506
297181
270025
283938
354321
310028
265458
212882
265318
321541
331512
2501
269921
188248
254308
272654
323256
211310
236763
289574
6446
312901
241464
274631
335448
349480
316968
246975
265449
356304
283137
276608
268084
314735
342007
289711
333075
306729
266381
359451
308572
362068
2242
256806
16262
289053
18224
227834
258113
5925
267670
293772
294817
249589
265970
275542
249866
289961
322083
356569
257208
274238
188108
197156
359177
295853
321702
243968
210795
235944
245382
307253
14949
354464
279487
265199
301751
291533
301644
304910
301501
242247
192848
349078
189835
252751
324176
323789
287877
242116
305702
256011
284188
337544
264541
364021
300200
373084
19427
19415
342010
309629
17706
267170
286037
295064
267420
295728
272395
16932
4463
315670
253394
289556
285245
303061
269906
257336
333361
362845
17584
257973
300310
358382
317888
255371
246841
284337
298485
323929
279871
19820
249979
239767
247508
212239
261138
317477
3549
238579
271484
289324
231639
270561
305693
237653
323405
288136
188653
294555
281842
263362
285379
257205
192178
304508
274759
293781
287722
334805
283676
304115
289190
14681
347786
264678
316831
340426
212635
294814
277909
346583
267143
355902
322881
307780
299786
320889
291134
281175
294543
286945
330985
226536
264785
187992
248026
298616
261525
335850
277921
282634
284852
2099
334927
300465
270439
195718
205409
271618
365599
283030
267822
276468
265589
254963
342382
329556
343826
16521
307515
356548
302409
372926
2236
289169
303722
309507
234783
8545
293099
309096
334653
360758
304383
320365
338455
226143
239752
259176
307131
270317
227298
6193
258518
311859
251685
240169
190594
292703
334540
256681
337288
317215
244081
319731
13642
330485
251560
342016
203730
352365
300962
319052
230591
313833
302936
200961
372929
374769
317239
306860
309379
340155
289586
18355
292310
284718
258247
274354
354854
242911
301227
294147
330482
264660
317873
312389
353532
254969
355369
7500
241470
189430
307545
260200
192437
249592
331768
256029
262165
255365
251953
273443
230990
189305
300846
19951
263499
250506
20457
350400
189686
236352
258244
346607
261781
18769
300319
286695
307667
291408
314086
259155
355914
192446
303472
269373
297571
307518
326159
331000
240928
273842
301513
17054
235834
312913
269790
372015
282884
366528
356819
255347
239904
234661
277254
239249
252608
278046
234515
316590
226530
358900
373453
286171
296011
302016
345669
299542
257199
300587
362839
23229
265443
253668
289690
241598
347521
344368
236885
257211
304389
311332
316313
287338
299935
323378
272544
342650
17331
237135
277656
358921
236632
375043
15083
257735
212352
287478
320636
295850
223770
305839
287993
330327
243840
337026
213037
18632
213683
260608
303210
314345
9977
221263
314598
12603
326662
2111
19662
350662
331771
334269
358245
325108
9581
375951
302284
216434
309358
290223
352624
356813
281196
236367
231374
359442
256919
274875
276197
20588
244349
340554
315643
328109
337663
294945
309114
310156
194816
376463
335466
301763
363747
315798
237534
254975
248011
277263
13252
270424
288535
238597
333489
272809
348545
292200
246439
247767
316447
319975
274226
348036
234122
193101
14705
263743
243959
305556
244477
275941
272651
294284
354982
224562
352234
247898
302558
306074
297032
318540
255892
365483
311841
375704
267545
331783
232044
311067
316828
14955
335329
251155
276212
261248
239636
216023
200160
352871
274369
267944
305964
265860
192839
256556
316983
306622
349599
289949
355113
342400
316170
364432
264011
317498
193893
303582
11799
295996
280648
282902
279100
12341
364149
288407
12856
333730
306732
6711
299155
238466
6440
198749
290345
290872
326799
239115
354312
335311
282372
336103
237802
240693
4484
227971
20871
274747
328648
224693
272910
271603
298750
14973
327707
267667
265062
272014
229019
242393
271999
310674
248675
293385
308182
244614
260212
335180
259417
291018
254189
288931
254564
9715
369547
268745
254174
268986
7485
246058
325236
4353
255883
314080
366132
191791
349197
340548
8786
250783
253275
262311
215907
272803
265312
223505
9191
309236
269638
307396
323384
327311
236489
290887
194795
236864
316444
312633
288901
312508
373206
355235
268322
250372
1069
287356
354577
353279
274235
258628
359704
192303
306756
286046
278561
295478
367049
295326
279225
253906
1584
246713
283268
308575
265053
271755
270686
316575
224544
345809
212498
333081
365733
256687
350016
234393
368874
343460
338976
347128
369255
330991
289187
188912
355375
266622
362440
268602
300703
304112
294013
302689
253656
211700
324837
308048
339244
305580
279210
368734
237272
330854
189689
250786
213022
193363
189174
334272
189049
303350
202417
236227
307018
271088
241863
325239
257589
298619
235176
351570
268081
309093
326546
311341
211322
18745
333096
229135
341751
367034
272008
243432
319466
252724
196775
245275
193092
264130
326001
297172
295862
315652
253781
194682
9706
245266
359701
238067
20192
254442
234896
335183
339902
341596
15089
236087
332182
332831
255743
365069
290485
275551
281976
337937
361130
235292
272270
266241
8414
253525
265437
334543
218664
284727
329940
311186
9197
364158
270945
270829
297946
302299
276995
210938
22446
255359
344901
297035
255228
306616
323000
240940
251700
279621
258521
372530
309111
288011
194262
301102
249330
249976
283280
352350
268474
12874
269394
290229
265720
272279
316173
345297
355229
324307
266363
282360
261257
261900
364164
348554
351719
286290
266494
265452
8000
14580
242914
374504
13648
345160
289059
188504
293382
296270
322720
194280
311323
251965
330738
369663
194947
214192
296130
318662
289696
293111
259548
336755
235813
253790
282229
320898
11674
326278
351844
255889
331521
335064
332444
254061
1593
262573
329818
218798
347244
15354
296523
319055
331533
306753
262302
269772
256401
312365
353788
249863
13502
356045
337821
332161
349730
325084
362717
197695
303335
