fid,username,reactions_received,total_casts,reaction_cast_ratio
548585,"<a href=""https://warpcast.com/anxels"" target=""_blank"">anxels</a>",5,62,0.08064516129032258
501040,"<a href=""https://warpcast.com/mdazizahmed"" target=""_blank"">mdazizahmed</a>",17,210,0.08095238095238096
511201,"<a href=""https://warpcast.com/xclips"" target=""_blank"">xclips</a>",3,37,0.08108108108108109
530525,"<a href=""https://warpcast.com/crazycatlady"" target=""_blank"">crazycatlady</a>",9,111,0.08108108108108109
512263,"<a href=""https://warpcast.com/sahelahmadi"" target=""_blank"">sahelahmadi</a>",3,37,0.08108108108108109
387974,"<a href=""https://warpcast.com/gabrielle115"" target=""_blank"">gabrielle115</a>",7,86,0.08139534883720931
562854,"<a href=""https://warpcast.com/amanullah001"" target=""_blank"">amanullah001</a>",14,172,0.08139534883720931
507515,"<a href=""https://warpcast.com/dyirbgje"" target=""_blank"">dyirbgje</a>",46,565,0.08141592920353982
375968,"<a href=""https://warpcast.com/rajratan"" target=""_blank"">rajratan</a>",8,98,0.08163265306122448
516092,"<a href=""https://warpcast.com/jamalolatilewa"" target=""_blank"">jamalolatilewa</a>",9,110,0.08181818181818182
322579,"<a href=""https://warpcast.com/olapa"" target=""_blank"">olapa</a>",10,122,0.08196721311475409
503354,"<a href=""https://warpcast.com/lorelei-iris"" target=""_blank"">lorelei-iris</a>",5,61,0.08196721311475409
532217,"<a href=""https://warpcast.com/mullereth"" target=""_blank"">mullereth</a>",6,73,0.0821917808219178
532263,"<a href=""https://warpcast.com/tomaszeth"" target=""_blank"">tomaszeth</a>",6,73,0.0821917808219178
532257,"<a href=""https://warpcast.com/elodieeth"" target=""_blank"">elodieeth</a>",6,73,0.0821917808219178
543732,"<a href=""https://warpcast.com/nurjaman"" target=""_blank"">nurjaman</a>",7,85,0.08235294117647059
504503,"<a href=""https://warpcast.com/technician"" target=""_blank"">technician</a>",16,192,0.08333333333333333
512778,"<a href=""https://warpcast.com/parmigiano"" target=""_blank"">parmigiano</a>",4,48,0.08333333333333333
570047,"<a href=""https://warpcast.com/jamesrain"" target=""_blank"">jamesrain</a>",5,60,0.08333333333333333
541488,"<a href=""https://warpcast.com/eulaliego"" target=""_blank"">eulaliego</a>",2,24,0.08333333333333333
27381,"<a href=""https://warpcast.com/pkhemapet.eth"" target=""_blank"">pkhemapet.eth</a>",2,24,0.08333333333333333
474841,"<a href=""https://warpcast.com/syeriicantiks"" target=""_blank"">syeriicantiks</a>",7,84,0.08333333333333333
351742,"<a href=""https://warpcast.com/0xgabrielnuniez"" target=""_blank"">0xgabrielnuniez</a>",2,24,0.08333333333333333
511001,"<a href=""https://warpcast.com/alexgit"" target=""_blank"">alexgit</a>",3,36,0.08333333333333333
542094,"<a href=""https://warpcast.com/onilasla"" target=""_blank"">onilasla</a>",3,36,0.08333333333333333
546088,"<a href=""https://warpcast.com/kalliopei"" target=""_blank"">kalliopei</a>",3,36,0.08333333333333333
258619,"<a href=""https://warpcast.com/marchblood"" target=""_blank"">marchblood</a>",2,24,0.08333333333333333
536835,"<a href=""https://warpcast.com/napz"" target=""_blank"">napz</a>",3,36,0.08333333333333333
529486,"<a href=""https://warpcast.com/abdullahkhan9"" target=""_blank"">abdullahkhan9</a>",2,24,0.08333333333333333
534608,"<a href=""https://warpcast.com/starpuncher"" target=""_blank"">starpuncher</a>",2,24,0.08333333333333333
555928,"<a href=""https://warpcast.com/brittnyfrankovic"" target=""_blank"">brittnyfrankovic</a>",10,120,0.08333333333333333
545825,"<a href=""https://warpcast.com/cyprianwa"" target=""_blank"">cyprianwa</a>",2,24,0.08333333333333333
488200,"<a href=""https://warpcast.com/thiru77"" target=""_blank"">thiru77</a>",2,24,0.08333333333333333
574836,"<a href=""https://warpcast.com/yulang"" target=""_blank"">yulang</a>",4,48,0.08333333333333333
509616,"<a href=""https://warpcast.com/superdavsam"" target=""_blank"">superdavsam</a>",2,24,0.08333333333333333
511312,"<a href=""https://warpcast.com/the-hunting"" target=""_blank"">the-hunting</a>",4,48,0.08333333333333333
522387,"<a href=""https://warpcast.com/laica"" target=""_blank"">laica</a>",3,36,0.08333333333333333
478103,"<a href=""https://warpcast.com/blackmambo"" target=""_blank"">blackmambo</a>",7,84,0.08333333333333333
542842,"<a href=""https://warpcast.com/thisbe"" target=""_blank"">thisbe</a>",2,24,0.08333333333333333
547842,"<a href=""https://warpcast.com/cosi"" target=""_blank"">cosi</a>",2,24,0.08333333333333333
509043,"<a href=""https://warpcast.com/olawale125"" target=""_blank"">olawale125</a>",19,227,0.08370044052863436
508687,"<a href=""https://warpcast.com/rogir"" target=""_blank"">rogir</a>",17,203,0.08374384236453201
258337,"<a href=""https://warpcast.com/xczbimskuy"" target=""_blank"">xczbimskuy</a>",12,143,0.08391608391608392
513612,"<a href=""https://warpcast.com/nigeria18"" target=""_blank"">nigeria18</a>",8,95,0.08421052631578947
546079,"<a href=""https://warpcast.com/icaruso"" target=""_blank"">icaruso</a>",6,71,0.08450704225352113
484347,"<a href=""https://warpcast.com/stylerise"" target=""_blank"">stylerise</a>",13,153,0.08496732026143791
537376,"<a href=""https://warpcast.com/leonal"" target=""_blank"">leonal</a>",4,47,0.0851063829787234
507546,"<a href=""https://warpcast.com/kirbgjr"" target=""_blank"">kirbgjr</a>",51,599,0.08514190317195326
507131,"<a href=""https://warpcast.com/koirhk"" target=""_blank"">koirhk</a>",29,340,0.08529411764705883
511220,"<a href=""https://warpcast.com/malonepost"" target=""_blank"">malonepost</a>",3,35,0.08571428571428572
326179,"<a href=""https://warpcast.com/thethemit"" target=""_blank"">thethemit</a>",3,35,0.08571428571428572
553367,"<a href=""https://warpcast.com/ak477.eth"" target=""_blank"">ak477.eth</a>",3,35,0.08571428571428572
544985,"<a href=""https://warpcast.com/muntasirmalek"" target=""_blank"">muntasirmalek</a>",3,35,0.08571428571428572
6933,"<a href=""https://warpcast.com/yupdev"" target=""_blank"">yupdev</a>",18,209,0.0861244019138756
556205,"<a href=""https://warpcast.com/slaggor"" target=""_blank"">slaggor</a>",10,116,0.08620689655172414
264002,"<a href=""https://warpcast.com/bgfsdeee"" target=""_blank"">bgfsdeee</a>",46,533,0.08630393996247655
267301,"<a href=""https://warpcast.com/hupng"" target=""_blank"">hupng</a>",52,600,0.08666666666666667
359636,"<a href=""https://warpcast.com/andern"" target=""_blank"">andern</a>",2,23,0.08695652173913043
566323,"<a href=""https://warpcast.com/meppo"" target=""_blank"">meppo</a>",2,23,0.08695652173913043
430082,"<a href=""https://warpcast.com/0xabir"" target=""_blank"">0xabir</a>",2,23,0.08695652173913043
562751,"<a href=""https://warpcast.com/btcmaster"" target=""_blank"">btcmaster</a>",4,46,0.08695652173913043
359783,"<a href=""https://warpcast.com/abillo"" target=""_blank"">abillo</a>",2,23,0.08695652173913043
359732,"<a href=""https://warpcast.com/lemona"" target=""_blank"">lemona</a>",2,23,0.08695652173913043
363405,"<a href=""https://warpcast.com/grazjah"" target=""_blank"">grazjah</a>",2,23,0.08695652173913043
578544,"<a href=""https://warpcast.com/gamzeazmaini"" target=""_blank"">gamzeazmaini</a>",2,23,0.08695652173913043
253285,"<a href=""https://warpcast.com/belal29"" target=""_blank"">belal29</a>",2,23,0.08695652173913043
304527,"<a href=""https://warpcast.com/nadiyarik"" target=""_blank"">nadiyarik</a>",2,23,0.08695652173913043
566383,"<a href=""https://warpcast.com/solamideeth"" target=""_blank"">solamideeth</a>",2,23,0.08695652173913043
472516,"<a href=""https://warpcast.com/hank68"" target=""_blank"">hank68</a>",40,460,0.08695652173913043
360334,"<a href=""https://warpcast.com/encrpt"" target=""_blank"">encrpt</a>",2,23,0.08695652173913043
359567,"<a href=""https://warpcast.com/dabi"" target=""_blank"">dabi</a>",2,23,0.08695652173913043
541100,"<a href=""https://warpcast.com/solene"" target=""_blank"">solene</a>",2,23,0.08695652173913043
454814,"<a href=""https://warpcast.com/wick1"" target=""_blank"">wick1</a>",2,23,0.08695652173913043
492570,"<a href=""https://warpcast.com/pushkarrawat"" target=""_blank"">pushkarrawat</a>",2,23,0.08695652173913043
494109,"<a href=""https://warpcast.com/bolidex"" target=""_blank"">bolidex</a>",2,23,0.08695652173913043
299533,"<a href=""https://warpcast.com/darknoahd"" target=""_blank"">darknoahd</a>",2,23,0.08695652173913043
517644,"<a href=""https://warpcast.com/spinky"" target=""_blank"">spinky</a>",67,770,0.08701298701298701
507060,"<a href=""https://warpcast.com/gujrkoru"" target=""_blank"">gujrkoru</a>",49,561,0.0873440285204991
585467,"<a href=""https://warpcast.com/abdel10"" target=""_blank"">abdel10</a>",9,103,0.08737864077669903
545564,"<a href=""https://warpcast.com/mansoorkhan11"" target=""_blank"">mansoorkhan11</a>",12,137,0.08759124087591241
368093,"<a href=""https://warpcast.com/degengamebot.eth"" target=""_blank"">degengamebot.eth</a>",49,558,0.08781362007168458
560720,"<a href=""https://warpcast.com/illia004"" target=""_blank"">illia004</a>",8,91,0.08791208791208792
515235,"<a href=""https://warpcast.com/saadanjum"" target=""_blank"">saadanjum</a>",14,159,0.0880503144654088
507087,"<a href=""https://warpcast.com/koiksir"" target=""_blank"">koiksir</a>",52,590,0.08813559322033898
583473,"<a href=""https://warpcast.com/bollyjay"" target=""_blank"">bollyjay</a>",3,34,0.08823529411764706
545922,"<a href=""https://warpcast.com/galoe"" target=""_blank"">galoe</a>",3,34,0.08823529411764706
575046,"<a href=""https://warpcast.com/nodiff"" target=""_blank"">nodiff</a>",3,34,0.08823529411764706
543298,"<a href=""https://warpcast.com/oatnnhy"" target=""_blank"">oatnnhy</a>",3,34,0.08823529411764706
286829,"<a href=""https://warpcast.com/mahin109"" target=""_blank"">mahin109</a>",3,34,0.08823529411764706
395221,"<a href=""https://warpcast.com/okamii"" target=""_blank"">okamii</a>",3,34,0.08823529411764706
514295,"<a href=""https://warpcast.com/ddc0d1"" target=""_blank"">ddc0d1</a>",49,554,0.08844765342960288
374779,"<a href=""https://warpcast.com/lamarni"" target=""_blank"">lamarni</a>",7,79,0.08860759493670886
267149,"<a href=""https://warpcast.com/fkiuyiooo"" target=""_blank"">fkiuyiooo</a>",54,605,0.08925619834710743
530656,"<a href=""https://warpcast.com/frostedcupcake"" target=""_blank"">frostedcupcake</a>",11,123,0.08943089430894309
255900,"<a href=""https://warpcast.com/memansz"" target=""_blank"">memansz</a>",22,245,0.08979591836734693
519847,"<a href=""https://warpcast.com/guljanbugti"" target=""_blank"">guljanbugti</a>",131,1454,0.09009628610729023
507044,"<a href=""https://warpcast.com/kiokyi"" target=""_blank"">kiokyi</a>",52,574,0.09059233449477352
545867,"<a href=""https://warpcast.com/ehrcaint"" target=""_blank"">ehrcaint</a>",2,22,0.09090909090909091
540950,"<a href=""https://warpcast.com/thalassas"" target=""_blank"">thalassas</a>",3,33,0.09090909090909091
16394,"<a href=""https://warpcast.com/jeix15"" target=""_blank"">jeix15</a>",4,44,0.09090909090909091
310267,"<a href=""https://warpcast.com/bokii"" target=""_blank"">bokii</a>",2,22,0.09090909090909091
568577,"<a href=""https://warpcast.com/labountarheba924"" target=""_blank"">labountarheba924</a>",2,22,0.09090909090909091
551329,"<a href=""https://warpcast.com/allinone"" target=""_blank"">allinone</a>",3,33,0.09090909090909091
546337,"<a href=""https://warpcast.com/sapphirae"" target=""_blank"">sapphirae</a>",2,22,0.09090909090909091
425999,"<a href=""https://warpcast.com/zoho"" target=""_blank"">zoho</a>",2,22,0.09090909090909091
536059,"<a href=""https://warpcast.com/hamzas"" target=""_blank"">hamzas</a>",2,22,0.09090909090909091
545862,"<a href=""https://warpcast.com/srnacasda"" target=""_blank"">srnacasda</a>",3,33,0.09090909090909091
446607,"<a href=""https://warpcast.com/tradertoluwani"" target=""_blank"">tradertoluwani</a>",3,33,0.09090909090909091
218671,"<a href=""https://warpcast.com/proofof"" target=""_blank"">proofof</a>",2,22,0.09090909090909091
536380,"<a href=""https://warpcast.com/cykosys187"" target=""_blank"">cykosys187</a>",3,33,0.09090909090909091
520494,"<a href=""https://warpcast.com/chitato"" target=""_blank"">chitato</a>",3,33,0.09090909090909091
582224,"<a href=""https://warpcast.com/lidakabi"" target=""_blank"">lidakabi</a>",3,33,0.09090909090909091
583556,"<a href=""https://warpcast.com/cucalarhie9"" target=""_blank"">cucalarhie9</a>",2,22,0.09090909090909091
291350,"<a href=""https://warpcast.com/wheesta"" target=""_blank"">wheesta</a>",3,33,0.09090909090909091
556180,"<a href=""https://warpcast.com/rororo45"" target=""_blank"">rororo45</a>",10,110,0.09090909090909091
391036,"<a href=""https://warpcast.com/tsunami-0x"" target=""_blank"">tsunami-0x</a>",8,88,0.09090909090909091
577974,"<a href=""https://warpcast.com/makefun"" target=""_blank"">makefun</a>",2,22,0.09090909090909091
579880,"<a href=""https://warpcast.com/jackfu"" target=""_blank"">jackfu</a>",3,33,0.09090909090909091
568365,"<a href=""https://warpcast.com/wanetaegolf"" target=""_blank"">wanetaegolf</a>",2,22,0.09090909090909091
543784,"<a href=""https://warpcast.com/isoldehh"" target=""_blank"">isoldehh</a>",3,33,0.09090909090909091
543729,"<a href=""https://warpcast.com/farshid79"" target=""_blank"">farshid79</a>",4,44,0.09090909090909091
8408,"<a href=""https://warpcast.com/vysakh"" target=""_blank"">vysakh</a>",2,22,0.09090909090909091
488628,"<a href=""https://warpcast.com/midya"" target=""_blank"">midya</a>",2,22,0.09090909090909091
459403,"<a href=""https://warpcast.com/safder"" target=""_blank"">safder</a>",8,88,0.09090909090909091
246000,"<a href=""https://warpcast.com/blessedlady"" target=""_blank"">blessedlady</a>",2,22,0.09090909090909091
517957,"<a href=""https://warpcast.com/munaza345"" target=""_blank"">munaza345</a>",2,22,0.09090909090909091
539270,"<a href=""https://warpcast.com/jackl"" target=""_blank"">jackl</a>",4,44,0.09090909090909091
548304,"<a href=""https://warpcast.com/icaruu"" target=""_blank"">icaruu</a>",3,33,0.09090909090909091
581700,"<a href=""https://warpcast.com/ardhonamiben"" target=""_blank"">ardhonamiben</a>",2,22,0.09090909090909091
261599,"<a href=""https://warpcast.com/yugfj"" target=""_blank"">yugfj</a>",56,613,0.09135399673735727
444925,"<a href=""https://warpcast.com/tuce"" target=""_blank"">tuce</a>",11,120,0.09166666666666666
434365,"<a href=""https://warpcast.com/chasim"" target=""_blank"">chasim</a>",20,218,0.09174311926605505
499530,"<a href=""https://warpcast.com/kaseaboy2244"" target=""_blank"">kaseaboy2244</a>",6,65,0.09230769230769231
530665,"<a href=""https://warpcast.com/fatbatman"" target=""_blank"">fatbatman</a>",11,119,0.09243697478991597
508723,"<a href=""https://warpcast.com/isabella2"" target=""_blank"">isabella2</a>",100,1081,0.09250693802035152
458655,"<a href=""https://warpcast.com/monice"" target=""_blank"">monice</a>",34,367,0.09264305177111716
416739,"<a href=""https://warpcast.com/gowealth"" target=""_blank"">gowealth</a>",9,97,0.09278350515463918
552181,"<a href=""https://warpcast.com/cujo-slobber"" target=""_blank"">cujo-slobber</a>",4,43,0.09302325581395349
517499,"<a href=""https://warpcast.com/haikyu"" target=""_blank"">haikyu</a>",4,43,0.09302325581395349
561231,"<a href=""https://warpcast.com/eth9"" target=""_blank"">eth9</a>",8,86,0.09302325581395349
507488,"<a href=""https://warpcast.com/uodnns"" target=""_blank"">uodnns</a>",53,569,0.09314586994727592
530686,"<a href=""https://warpcast.com/catsordogs"" target=""_blank"">catsordogs</a>",11,118,0.09322033898305085
396659,"<a href=""https://warpcast.com/ed1t"" target=""_blank"">ed1t</a>",5119,54752,0.09349430157802455
539716,"<a href=""https://warpcast.com/ko918695"" target=""_blank"">ko918695</a>",3,32,0.09375
546055,"<a href=""https://warpcast.com/apolloa"" target=""_blank"">apolloa</a>",3,32,0.09375
541130,"<a href=""https://warpcast.com/judeo"" target=""_blank"">judeo</a>",3,32,0.09375
546843,"<a href=""https://warpcast.com/alarit"" target=""_blank"">alarit</a>",3,32,0.09375
539817,"<a href=""https://warpcast.com/mp184381"" target=""_blank"">mp184381</a>",3,32,0.09375
530220,"<a href=""https://warpcast.com/badkarmalol"" target=""_blank"">badkarmalol</a>",12,128,0.09375
431439,"<a href=""https://warpcast.com/mrstorm"" target=""_blank"">mrstorm</a>",6,64,0.09375
546359,"<a href=""https://warpcast.com/guav"" target=""_blank"">guav</a>",3,32,0.09375
568200,"<a href=""https://warpcast.com/lucyone"" target=""_blank"">lucyone</a>",6,64,0.09375
307270,"<a href=""https://warpcast.com/riegoerizalde"" target=""_blank"">riegoerizalde</a>",3,32,0.09375
548390,"<a href=""https://warpcast.com/seraphinasv"" target=""_blank"">seraphinasv</a>",3,32,0.09375
511005,"<a href=""https://warpcast.com/nafeesawan"" target=""_blank"">nafeesawan</a>",3,32,0.09375
508547,"<a href=""https://warpcast.com/reckumi"" target=""_blank"">reckumi</a>",33,350,0.09428571428571429
274911,"<a href=""https://warpcast.com/salamence31"" target=""_blank"">salamence31</a>",15,159,0.09433962264150944
13238,"<a href=""https://warpcast.com/mashvi"" target=""_blank"">mashvi</a>",7,74,0.0945945945945946
534061,"<a href=""https://warpcast.com/majidkiani"" target=""_blank"">majidkiani</a>",11,116,0.09482758620689655
477064,"<a href=""https://warpcast.com/recmar"" target=""_blank"">recmar</a>",38,400,0.095
511329,"<a href=""https://warpcast.com/the-forest"" target=""_blank"">the-forest</a>",4,42,0.09523809523809523
433897,"<a href=""https://warpcast.com/lang2x"" target=""_blank"">lang2x</a>",6,63,0.09523809523809523
578857,"<a href=""https://warpcast.com/riftonjooa4"" target=""_blank"">riftonjooa4</a>",2,21,0.09523809523809523
546569,"<a href=""https://warpcast.com/philomenas"" target=""_blank"">philomenas</a>",2,21,0.09523809523809523
533321,"<a href=""https://warpcast.com/obasanjo"" target=""_blank"">obasanjo</a>",2,21,0.09523809523809523
234683,"<a href=""https://warpcast.com/mcbonton"" target=""_blank"">mcbonton</a>",2,21,0.09523809523809523
370161,"<a href=""https://warpcast.com/bongpink"" target=""_blank"">bongpink</a>",2,21,0.09523809523809523
445692,"<a href=""https://warpcast.com/arisothenk"" target=""_blank"">arisothenk</a>",2,21,0.09523809523809523
341218,"<a href=""https://warpcast.com/defidoll"" target=""_blank"">defidoll</a>",2,21,0.09523809523809523
519982,"<a href=""https://warpcast.com/maswin"" target=""_blank"">maswin</a>",2,21,0.09523809523809523
535415,"<a href=""https://warpcast.com/iamlaxmi2701"" target=""_blank"">iamlaxmi2701</a>",2,21,0.09523809523809523
575529,"<a href=""https://warpcast.com/toluman"" target=""_blank"">toluman</a>",2,21,0.09523809523809523
541641,"<a href=""https://warpcast.com/isbie"" target=""_blank"">isbie</a>",2,21,0.09523809523809523
574660,"<a href=""https://warpcast.com/msaqlainzee"" target=""_blank"">msaqlainzee</a>",2,21,0.09523809523809523
535649,"<a href=""https://warpcast.com/cocobutter"" target=""_blank"">cocobutter</a>",7,73,0.0958904109589041
517630,"<a href=""https://warpcast.com/arshi05"" target=""_blank"">arshi05</a>",5,52,0.09615384615384616
516233,"<a href=""https://warpcast.com/jholumolu"" target=""_blank"">jholumolu</a>",141,1463,0.09637730690362269
539350,"<a href=""https://warpcast.com/shafnainmeo"" target=""_blank"">shafnainmeo</a>",14,145,0.09655172413793103
564676,"<a href=""https://warpcast.com/alisultankk"" target=""_blank"">alisultankk</a>",3,31,0.0967741935483871
546868,"<a href=""https://warpcast.com/thaliasd"" target=""_blank"">thaliasd</a>",3,31,0.0967741935483871
541409,"<a href=""https://warpcast.com/ps366416"" target=""_blank"">ps366416</a>",3,31,0.0967741935483871
542864,"<a href=""https://warpcast.com/morwenna"" target=""_blank"">morwenna</a>",3,31,0.0967741935483871
508769,"<a href=""https://warpcast.com/imthefrog"" target=""_blank"">imthefrog</a>",3,31,0.0967741935483871
393891,"<a href=""https://warpcast.com/caststorage"" target=""_blank"">caststorage</a>",16,165,0.09696969696969697
266980,"<a href=""https://warpcast.com/hhuijt"" target=""_blank"">hhuijt</a>",65,670,0.09701492537313433
509016,"<a href=""https://warpcast.com/mamun638"" target=""_blank"">mamun638</a>",4,41,0.0975609756097561
510658,"<a href=""https://warpcast.com/laucharobles"" target=""_blank"">laucharobles</a>",4,41,0.0975609756097561
492875,"<a href=""https://warpcast.com/axialbate"" target=""_blank"">axialbate</a>",4,41,0.0975609756097561
400087,"<a href=""https://warpcast.com/adestaink"" target=""_blank"">adestaink</a>",4,41,0.0975609756097561
513603,"<a href=""https://warpcast.com/lala508"" target=""_blank"">lala508</a>",5,51,0.09803921568627451
470521,"<a href=""https://warpcast.com/bzoleb"" target=""_blank"">bzoleb</a>",5,51,0.09803921568627451
263772,"<a href=""https://warpcast.com/huytrh"" target=""_blank"">huytrh</a>",58,591,0.09813874788494077
579748,"<a href=""https://warpcast.com/tonmoy0"" target=""_blank"">tonmoy0</a>",22,224,0.09821428571428571
261543,"<a href=""https://warpcast.com/tyuyt"" target=""_blank"">tyuyt</a>",63,641,0.09828393135725429
313214,"<a href=""https://warpcast.com/wagmi42069"" target=""_blank"">wagmi42069</a>",30,305,0.09836065573770492
507108,"<a href=""https://warpcast.com/kiofoir"" target=""_blank"">kiofoir</a>",44,445,0.09887640449438202
546295,"<a href=""https://warpcast.com/kentuckyrebus"" target=""_blank"">kentuckyrebus</a>",19,192,0.09895833333333333
521588,"<a href=""https://warpcast.com/roseee"" target=""_blank"">roseee</a>",17,171,0.09941520467836257
507004,"<a href=""https://warpcast.com/kukoishi"" target=""_blank"">kukoishi</a>",57,573,0.09947643979057591
515098,"<a href=""https://warpcast.com/yzzzteph"" target=""_blank"">yzzzteph</a>",22,221,0.09954751131221719
543616,"<a href=""https://warpcast.com/aczyah"" target=""_blank"">aczyah</a>",3,30,0.1
541899,"<a href=""https://warpcast.com/coliu"" target=""_blank"">coliu</a>",3,30,0.1
222253,"<a href=""https://warpcast.com/boostbot.eth"" target=""_blank"">boostbot.eth</a>",3,30,0.1
543698,"<a href=""https://warpcast.com/callistadhy"" target=""_blank"">callistadhy</a>",3,30,0.1
461176,"<a href=""https://warpcast.com/emperor23"" target=""_blank"">emperor23</a>",3,30,0.1
546121,"<a href=""https://warpcast.com/zenobias"" target=""_blank"">zenobias</a>",3,30,0.1
541887,"<a href=""https://warpcast.com/clauw"" target=""_blank"">clauw</a>",3,30,0.1
545948,"<a href=""https://warpcast.com/zephyrser"" target=""_blank"">zephyrser</a>",3,30,0.1
551516,"<a href=""https://warpcast.com/icarusu"" target=""_blank"">icarusu</a>",3,30,0.1
546532,"<a href=""https://warpcast.com/ethancl"" target=""_blank"">ethancl</a>",3,30,0.1
541093,"<a href=""https://warpcast.com/lyraer"" target=""_blank"">lyraer</a>",3,30,0.1
523356,"<a href=""https://warpcast.com/cryptowifey"" target=""_blank"">cryptowifey</a>",3,30,0.1
511233,"<a href=""https://warpcast.com/kim-so-hyun"" target=""_blank"">kim-so-hyun</a>",5,50,0.1
543526,"<a href=""https://warpcast.com/galateafg"" target=""_blank"">galateafg</a>",3,30,0.1
470840,"<a href=""https://warpcast.com/wanto234"" target=""_blank"">wanto234</a>",4,40,0.1
542777,"<a href=""https://warpcast.com/ieamla"" target=""_blank"">ieamla</a>",3,30,0.1
507604,"<a href=""https://warpcast.com/angel3540"" target=""_blank"">angel3540</a>",11,109,0.10091743119266056
481145,"<a href=""https://warpcast.com/pranshi"" target=""_blank"">pranshi</a>",7,69,0.10144927536231885
261268,"<a href=""https://warpcast.com/gusss"" target=""_blank"">gusss</a>",51,502,0.10159362549800798
443524,"<a href=""https://warpcast.com/billionzy"" target=""_blank"">billionzy</a>",10,98,0.10204081632653061
533415,"<a href=""https://warpcast.com/beitmenotyou"" target=""_blank"">beitmenotyou</a>",10,98,0.10204081632653061
497763,"<a href=""https://warpcast.com/musicjunkie"" target=""_blank"">musicjunkie</a>",18,176,0.10227272727272728
426637,"<a href=""https://warpcast.com/rabs070820"" target=""_blank"">rabs070820</a>",4,39,0.10256410256410256
250686,"<a href=""https://warpcast.com/jhonienglish"" target=""_blank"">jhonienglish</a>",4,39,0.10256410256410256
524440,"<a href=""https://warpcast.com/hasagiii"" target=""_blank"">hasagiii</a>",8,78,0.10256410256410256
541140,"<a href=""https://warpcast.com/bs86578"" target=""_blank"">bs86578</a>",4,39,0.10256410256410256
545856,"<a href=""https://warpcast.com/amades"" target=""_blank"">amades</a>",4,39,0.10256410256410256
512722,"<a href=""https://warpcast.com/estellepham"" target=""_blank"">estellepham</a>",121,1175,0.10297872340425532
540731,"<a href=""https://warpcast.com/behnam-eth"" target=""_blank"">behnam-eth</a>",38,369,0.10298102981029811
530291,"<a href=""https://warpcast.com/razebalsya"" target=""_blank"">razebalsya</a>",13,126,0.10317460317460317
248222,"<a href=""https://warpcast.com/anonymouse69"" target=""_blank"">anonymouse69</a>",3,29,0.10344827586206896
517107,"<a href=""https://warpcast.com/tokyo1"" target=""_blank"">tokyo1</a>",3,29,0.10344827586206896
541464,"<a href=""https://warpcast.com/sx984482"" target=""_blank"">sx984482</a>",3,29,0.10344827586206896
546509,"<a href=""https://warpcast.com/allion"" target=""_blank"">allion</a>",3,29,0.10344827586206896
526543,"<a href=""https://warpcast.com/duafarooq"" target=""_blank"">duafarooq</a>",33,319,0.10344827586206896
504132,"<a href=""https://warpcast.com/dancergirl"" target=""_blank"">dancergirl</a>",3,29,0.10344827586206896
545944,"<a href=""https://warpcast.com/celestie"" target=""_blank"">celestie</a>",3,29,0.10344827586206896
519199,"<a href=""https://warpcast.com/jema"" target=""_blank"">jema</a>",3,29,0.10344827586206896
543281,"<a href=""https://warpcast.com/laebnan"" target=""_blank"">laebnan</a>",3,29,0.10344827586206896
541664,"<a href=""https://warpcast.com/caiou"" target=""_blank"">caiou</a>",3,29,0.10344827586206896
331159,"<a href=""https://warpcast.com/keid182"" target=""_blank"">keid182</a>",3,29,0.10344827586206896
542805,"<a href=""https://warpcast.com/icbnaa"" target=""_blank"">icbnaa</a>",3,29,0.10344827586206896
582514,"<a href=""https://warpcast.com/oxyuyb-nbxx"" target=""_blank"">oxyuyb-nbxx</a>",3,29,0.10344827586206896
539770,"<a href=""https://warpcast.com/brayden"" target=""_blank"">brayden</a>",3,29,0.10344827586206896
542857,"<a href=""https://warpcast.com/anatoler"" target=""_blank"">anatoler</a>",3,29,0.10344827586206896
447279,"<a href=""https://warpcast.com/xcurm"" target=""_blank"">xcurm</a>",6,58,0.10344827586206896
440324,"<a href=""https://warpcast.com/farhanlm"" target=""_blank"">farhanlm</a>",59,570,0.10350877192982456
189737,"<a href=""https://warpcast.com/crypto4light"" target=""_blank"">crypto4light</a>",8,77,0.1038961038961039
539648,"<a href=""https://warpcast.com/0xracheall"" target=""_blank"">0xracheall</a>",5,48,0.10416666666666667
537659,"<a href=""https://warpcast.com/gabriely"" target=""_blank"">gabriely</a>",5,48,0.10416666666666667
547669,"<a href=""https://warpcast.com/suvun01"" target=""_blank"">suvun01</a>",30,288,0.10416666666666667
513728,"<a href=""https://warpcast.com/angelinjoli"" target=""_blank"">angelinjoli</a>",564,5393,0.1045800111255331
514190,"<a href=""https://warpcast.com/yolumupu"" target=""_blank"">yolumupu</a>",172,1638,0.10500610500610501
539295,"<a href=""https://warpcast.com/mirande"" target=""_blank"">mirande</a>",4,38,0.10526315789473684
507146,"<a href=""https://warpcast.com/kiokoiru"" target=""_blank"">kiokoiru</a>",43,408,0.1053921568627451
530347,"<a href=""https://warpcast.com/chingkit"" target=""_blank"">chingkit</a>",13,123,0.10569105691056911
509513,"<a href=""https://warpcast.com/robin00"" target=""_blank"">robin00</a>",121,1144,0.10576923076923077
520837,"<a href=""https://warpcast.com/choyonbasak"" target=""_blank"">choyonbasak</a>",9,85,0.10588235294117647
322871,"<a href=""https://warpcast.com/poltase"" target=""_blank"">poltase</a>",14,132,0.10606060606060606
