fid,username,reactions_received,total_casts,reaction_cast_ratio
475448,"<a href=""https://warpcast.com/nasmoooo"" target=""_blank"">nasmoooo</a>",3,82,0.036585365853658534
471398,"<a href=""https://warpcast.com/roflanebalo"" target=""_blank"">roflanebalo</a>",4,109,0.03669724770642202
266862,"<a href=""https://warpcast.com/maiqoi1191"" target=""_blank"">maiqoi1191</a>",33,896,0.036830357142857144
507064,"<a href=""https://warpcast.com/kimonpachu"" target=""_blank"">kimonpachu</a>",31,840,0.036904761904761905
267506,"<a href=""https://warpcast.com/mmmm1993"" target=""_blank"">mmmm1993</a>",32,865,0.03699421965317919
271917,"<a href=""https://warpcast.com/paooooo"" target=""_blank"">paooooo</a>",35,946,0.03699788583509514
516277,"<a href=""https://warpcast.com/lovemom"" target=""_blank"">lovemom</a>",2,54,0.037037037037037035
571140,"<a href=""https://warpcast.com/chuprahu"" target=""_blank"">chuprahu</a>",1,27,0.037037037037037035
525462,"<a href=""https://warpcast.com/balasuriya"" target=""_blank"">balasuriya</a>",1,27,0.037037037037037035
541558,"<a href=""https://warpcast.com/junogal"" target=""_blank"">junogal</a>",1,27,0.037037037037037035
386438,"<a href=""https://warpcast.com/ekremkoz"" target=""_blank"">ekremkoz</a>",1,27,0.037037037037037035
543698,"<a href=""https://warpcast.com/callistadhy"" target=""_blank"">callistadhy</a>",1,27,0.037037037037037035
527680,"<a href=""https://warpcast.com/advin"" target=""_blank"">advin</a>",1,27,0.037037037037037035
543526,"<a href=""https://warpcast.com/galateafg"" target=""_blank"">galateafg</a>",1,27,0.037037037037037035
540929,"<a href=""https://warpcast.com/lysanderqw"" target=""_blank"">lysanderqw</a>",1,27,0.037037037037037035
521297,"<a href=""https://warpcast.com/pacotampan"" target=""_blank"">pacotampan</a>",3,81,0.037037037037037035
541453,"<a href=""https://warpcast.com/ux24641"" target=""_blank"">ux24641</a>",1,27,0.037037037037037035
252067,"<a href=""https://warpcast.com/dnajdjjd"" target=""_blank"">dnajdjjd</a>",38,1013,0.03751233958538993
374189,"<a href=""https://warpcast.com/highlight-bot"" target=""_blank"">highlight-bot</a>",139,3704,0.037526997840172785
545049,"<a href=""https://warpcast.com/thealchemist01"" target=""_blank"">thealchemist01</a>",2,53,0.03773584905660377
355205,"<a href=""https://warpcast.com/northern-bank"" target=""_blank"">northern-bank</a>",92,2423,0.037969459347915804
581528,"<a href=""https://warpcast.com/henlun"" target=""_blank"">henlun</a>",1,26,0.038461538461538464
546344,"<a href=""https://warpcast.com/elaradr"" target=""_blank"">elaradr</a>",1,26,0.038461538461538464
307799,"<a href=""https://warpcast.com/peppy69"" target=""_blank"">peppy69</a>",1,26,0.038461538461538464
545987,"<a href=""https://warpcast.com/orsoi"" target=""_blank"">orsoi</a>",1,26,0.038461538461538464
556319,"<a href=""https://warpcast.com/s78098"" target=""_blank"">s78098</a>",1,26,0.038461538461538464
567908,"<a href=""https://warpcast.com/akshaypal"" target=""_blank"">akshaypal</a>",1,26,0.038461538461538464
520785,"<a href=""https://warpcast.com/cyrix71"" target=""_blank"">cyrix71</a>",1,26,0.038461538461538464
430270,"<a href=""https://warpcast.com/rdvann33"" target=""_blank"">rdvann33</a>",1,26,0.038461538461538464
378163,"<a href=""https://warpcast.com/metador"" target=""_blank"">metador</a>",1,26,0.038461538461538464
255156,"<a href=""https://warpcast.com/slowly"" target=""_blank"">slowly</a>",1,26,0.038461538461538464
267287,"<a href=""https://warpcast.com/makakaiks"" target=""_blank"">makakaiks</a>",35,902,0.038802660753880266
573273,"<a href=""https://warpcast.com/yutou"" target=""_blank"">yutou</a>",3,77,0.03896103896103896
500598,"<a href=""https://warpcast.com/horizontalism"" target=""_blank"">horizontalism</a>",7,179,0.03910614525139665
440201,"<a href=""https://warpcast.com/kangjahir"" target=""_blank"">kangjahir</a>",7,179,0.03910614525139665
530255,"<a href=""https://warpcast.com/yellowsnowman"" target=""_blank"">yellowsnowman</a>",5,126,0.03968253968253968
242652,"<a href=""https://warpcast.com/yekeen421"" target=""_blank"">yekeen421</a>",2,50,0.04
561886,"<a href=""https://warpcast.com/lysdexic"" target=""_blank"">lysdexic</a>",1,25,0.04
574416,"<a href=""https://warpcast.com/77yuyu"" target=""_blank"">77yuyu</a>",1,25,0.04
540972,"<a href=""https://warpcast.com/johni"" target=""_blank"">johni</a>",1,25,0.04
546027,"<a href=""https://warpcast.com/icaruser"" target=""_blank"">icaruser</a>",1,25,0.04
259771,"<a href=""https://warpcast.com/wpckmcnv"" target=""_blank"">wpckmcnv</a>",45,1118,0.04025044722719141
553132,"<a href=""https://warpcast.com/catfacts"" target=""_blank"">catfacts</a>",4,99,0.04040404040404041
506860,"<a href=""https://warpcast.com/fashionista"" target=""_blank"">fashionista</a>",7,172,0.040697674418604654
506942,"<a href=""https://warpcast.com/koparte"" target=""_blank"">koparte</a>",7,171,0.04093567251461988
542919,"<a href=""https://warpcast.com/amrasis"" target=""_blank"">amrasis</a>",1,24,0.041666666666666664
546687,"<a href=""https://warpcast.com/nakrlfn"" target=""_blank"">nakrlfn</a>",1,24,0.041666666666666664
258219,"<a href=""https://warpcast.com/lintangdamar31"" target=""_blank"">lintangdamar31</a>",2,48,0.041666666666666664
547842,"<a href=""https://warpcast.com/cosi"" target=""_blank"">cosi</a>",1,24,0.041666666666666664
242892,"<a href=""https://warpcast.com/steenstones"" target=""_blank"">steenstones</a>",1,24,0.041666666666666664
511951,"<a href=""https://warpcast.com/nehasharma"" target=""_blank"">nehasharma</a>",1,24,0.041666666666666664
582248,"<a href=""https://warpcast.com/irene24"" target=""_blank"">irene24</a>",1,24,0.041666666666666664
261304,"<a href=""https://warpcast.com/mooioooi"" target=""_blank"">mooioooi</a>",45,1072,0.04197761194029851
271978,"<a href=""https://warpcast.com/gfuuutu"" target=""_blank"">gfuuutu</a>",30,713,0.04207573632538569
506951,"<a href=""https://warpcast.com/kimchinggu"" target=""_blank"">kimchinggu</a>",34,808,0.04207920792079208
479119,"<a href=""https://warpcast.com/salam522"" target=""_blank"">salam522</a>",4,94,0.0425531914893617
507368,"<a href=""https://warpcast.com/chutnao92"" target=""_blank"">chutnao92</a>",37,868,0.04262672811059908
508399,"<a href=""https://warpcast.com/cotttttt"" target=""_blank"">cotttttt</a>",33,766,0.04308093994778068
563769,"<a href=""https://warpcast.com/imranmeo"" target=""_blank"">imranmeo</a>",6,139,0.04316546762589928
261186,"<a href=""https://warpcast.com/maoqiur"" target=""_blank"">maoqiur</a>",47,1084,0.043357933579335796
585995,"<a href=""https://warpcast.com/luca1111"" target=""_blank"">luca1111</a>",1,23,0.043478260869565216
585467,"<a href=""https://warpcast.com/abdel10"" target=""_blank"">abdel10</a>",3,69,0.043478260869565216
535919,"<a href=""https://warpcast.com/tokentactician"" target=""_blank"">tokentactician</a>",1,23,0.043478260869565216
492570,"<a href=""https://warpcast.com/pushkarrawat"" target=""_blank"">pushkarrawat</a>",1,23,0.043478260869565216
475427,"<a href=""https://warpcast.com/mybro"" target=""_blank"">mybro</a>",1,23,0.043478260869565216
539834,"<a href=""https://warpcast.com/zacharyj"" target=""_blank"">zacharyj</a>",1,23,0.043478260869565216
552403,"<a href=""https://warpcast.com/madett"" target=""_blank"">madett</a>",2,46,0.043478260869565216
568180,"<a href=""https://warpcast.com/chemellra421"" target=""_blank"">chemellra421</a>",1,23,0.043478260869565216
567403,"<a href=""https://warpcast.com/isanana"" target=""_blank"">isanana</a>",2,46,0.043478260869565216
535523,"<a href=""https://warpcast.com/traderslife20"" target=""_blank"">traderslife20</a>",1,23,0.043478260869565216
236870,"<a href=""https://warpcast.com/pep7siup"" target=""_blank"">pep7siup</a>",1,23,0.043478260869565216
363405,"<a href=""https://warpcast.com/grazjah"" target=""_blank"">grazjah</a>",1,23,0.043478260869565216
527292,"<a href=""https://warpcast.com/rpd"" target=""_blank"">rpd</a>",3,69,0.043478260869565216
347450,"<a href=""https://warpcast.com/tonyaaa"" target=""_blank"">tonyaaa</a>",1,23,0.043478260869565216
268094,"<a href=""https://warpcast.com/crypsyndicete"" target=""_blank"">crypsyndicete</a>",1,23,0.043478260869565216
544084,"<a href=""https://warpcast.com/thor-asgard"" target=""_blank"">thor-asgard</a>",11,248,0.04435483870967742
569043,"<a href=""https://warpcast.com/liujie930621"" target=""_blank"">liujie930621</a>",2,45,0.044444444444444446
508454,"<a href=""https://warpcast.com/pentoo"" target=""_blank"">pentoo</a>",36,810,0.044444444444444446
261356,"<a href=""https://warpcast.com/makoqiri"" target=""_blank"">makoqiri</a>",48,1075,0.044651162790697675
403507,"<a href=""https://warpcast.com/degentipbot"" target=""_blank"">degentipbot</a>",5791,129492,0.04472090939980848
508107,"<a href=""https://warpcast.com/giaothien69"" target=""_blank"">giaothien69</a>",36,804,0.04477611940298507
500615,"<a href=""https://warpcast.com/brosky"" target=""_blank"">brosky</a>",8,178,0.0449438202247191
535829,"<a href=""https://warpcast.com/cryptogurus"" target=""_blank"">cryptogurus</a>",1,22,0.045454545454545456
260913,"<a href=""https://warpcast.com/shahzana"" target=""_blank"">shahzana</a>",3,66,0.045454545454545456
511041,"<a href=""https://warpcast.com/mariya2"" target=""_blank"">mariya2</a>",1,22,0.045454545454545456
544744,"<a href=""https://warpcast.com/muhammadyounus"" target=""_blank"">muhammadyounus</a>",1,22,0.045454545454545456
578926,"<a href=""https://warpcast.com/ritlopmetiwd"" target=""_blank"">ritlopmetiwd</a>",1,22,0.045454545454545456
581700,"<a href=""https://warpcast.com/ardhonamiben"" target=""_blank"">ardhonamiben</a>",1,22,0.045454545454545456
522098,"<a href=""https://warpcast.com/mimaduddinj"" target=""_blank"">mimaduddinj</a>",1,22,0.045454545454545456
542415,"<a href=""https://warpcast.com/billionaire71b"" target=""_blank"">billionaire71b</a>",1,22,0.045454545454545456
546390,"<a href=""https://warpcast.com/lazarusr"" target=""_blank"">lazarusr</a>",1,22,0.045454545454545456
521953,"<a href=""https://warpcast.com/mrcatvmx"" target=""_blank"">mrcatvmx</a>",1,22,0.045454545454545456
567495,"<a href=""https://warpcast.com/weijavi86"" target=""_blank"">weijavi86</a>",1,22,0.045454545454545456
528170,"<a href=""https://warpcast.com/linyiyi"" target=""_blank"">linyiyi</a>",1,22,0.045454545454545456
454790,"<a href=""https://warpcast.com/silasol22"" target=""_blank"">silasol22</a>",1,22,0.045454545454545456
416581,"<a href=""https://warpcast.com/baebybaechu"" target=""_blank"">baebybaechu</a>",1,22,0.045454545454545456
546387,"<a href=""https://warpcast.com/lyche"" target=""_blank"">lyche</a>",1,22,0.045454545454545456
485309,"<a href=""https://warpcast.com/hsjjang"" target=""_blank"">hsjjang</a>",1,22,0.045454545454545456
535932,"<a href=""https://warpcast.com/tokentrailblazer"" target=""_blank"">tokentrailblazer</a>",1,22,0.045454545454545456
542856,"<a href=""https://warpcast.com/peregrinegfh"" target=""_blank"">peregrinegfh</a>",1,22,0.045454545454545456
583764,"<a href=""https://warpcast.com/guspachucrib"" target=""_blank"">guspachucrib</a>",1,22,0.045454545454545456
261397,"<a href=""https://warpcast.com/ttggggy"" target=""_blank"">ttggggy</a>",29,636,0.04559748427672956
261330,"<a href=""https://warpcast.com/cnwkjf"" target=""_blank"">cnwkjf</a>",50,1095,0.045662100456621
506910,"<a href=""https://warpcast.com/carute"" target=""_blank"">carute</a>",8,175,0.045714285714285714
261227,"<a href=""https://warpcast.com/vmxnxjajje"" target=""_blank"">vmxnxjajje</a>",50,1093,0.04574565416285453
210833,"<a href=""https://warpcast.com/builderfibot"" target=""_blank"">builderfibot</a>",59,1286,0.045878693623639194
505671,"<a href=""https://warpcast.com/mirfan"" target=""_blank"">mirfan</a>",4,87,0.04597701149425287
261295,"<a href=""https://warpcast.com/gyunj"" target=""_blank"">gyunj</a>",22,477,0.04612159329140461
461321,"<a href=""https://warpcast.com/xdt"" target=""_blank"">xdt</a>",2,43,0.046511627906976744
530138,"<a href=""https://warpcast.com/somebodytoldme"" target=""_blank"">somebodytoldme</a>",6,129,0.046511627906976744
263871,"<a href=""https://warpcast.com/aaaaaaaavvvvvvv"" target=""_blank"">aaaaaaaavvvvvvv</a>",49,1050,0.04666666666666667
496961,"<a href=""https://warpcast.com/xz168"" target=""_blank"">xz168</a>",9,192,0.046875
264644,"<a href=""https://warpcast.com/pppppo134"" target=""_blank"">pppppo134</a>",48,1023,0.0469208211143695
261426,"<a href=""https://warpcast.com/gtugf"" target=""_blank"">gtugf</a>",24,510,0.047058823529411764
336469,"<a href=""https://warpcast.com/filipesilva1991"" target=""_blank"">filipesilva1991</a>",1,21,0.047619047619047616
567739,"<a href=""https://warpcast.com/shuwaltruda"" target=""_blank"">shuwaltruda</a>",1,21,0.047619047619047616
478119,"<a href=""https://warpcast.com/bocahmanteups"" target=""_blank"">bocahmanteups</a>",4,84,0.047619047619047616
521324,"<a href=""https://warpcast.com/kaylaimuut"" target=""_blank"">kaylaimuut</a>",4,84,0.047619047619047616
581490,"<a href=""https://warpcast.com/upheryrfl"" target=""_blank"">upheryrfl</a>",1,21,0.047619047619047616
445358,"<a href=""https://warpcast.com/darderdorr"" target=""_blank"">darderdorr</a>",4,84,0.047619047619047616
567931,"<a href=""https://warpcast.com/ventrescalabriol"" target=""_blank"">ventrescalabriol</a>",1,21,0.047619047619047616
511234,"<a href=""https://warpcast.com/mehr786"" target=""_blank"">mehr786</a>",1,21,0.047619047619047616
567820,"<a href=""https://warpcast.com/keithbeerdilaacs"" target=""_blank"">keithbeerdilaacs</a>",1,21,0.047619047619047616
547228,"<a href=""https://warpcast.com/vicky001"" target=""_blank"">vicky001</a>",1,21,0.047619047619047616
528814,"<a href=""https://warpcast.com/j-dawg"" target=""_blank"">j-dawg</a>",1,21,0.047619047619047616
582691,"<a href=""https://warpcast.com/antyodarbom"" target=""_blank"">antyodarbom</a>",1,21,0.047619047619047616
583345,"<a href=""https://warpcast.com/batourphaffi"" target=""_blank"">batourphaffi</a>",1,21,0.047619047619047616
585101,"<a href=""https://warpcast.com/henry-risk"" target=""_blank"">henry-risk</a>",1,21,0.047619047619047616
558681,"<a href=""https://warpcast.com/mickyfu"" target=""_blank"">mickyfu</a>",1,21,0.047619047619047616
260813,"<a href=""https://warpcast.com/khoirul09"" target=""_blank"">khoirul09</a>",1,21,0.047619047619047616
565743,"<a href=""https://warpcast.com/shagufta"" target=""_blank"">shagufta</a>",1,21,0.047619047619047616
583481,"<a href=""https://warpcast.com/dododiyazis"" target=""_blank"">dododiyazis</a>",1,21,0.047619047619047616
530384,"<a href=""https://warpcast.com/byzantine"" target=""_blank"">byzantine</a>",1,21,0.047619047619047616
567636,"<a href=""https://warpcast.com/waltrudashape"" target=""_blank"">waltrudashape</a>",1,21,0.047619047619047616
579193,"<a href=""https://warpcast.com/tencabrackh"" target=""_blank"">tencabrackh</a>",1,21,0.047619047619047616
317597,"<a href=""https://warpcast.com/syamsudin21"" target=""_blank"">syamsudin21</a>",1,21,0.047619047619047616
480839,"<a href=""https://warpcast.com/pongkojsd"" target=""_blank"">pongkojsd</a>",21,440,0.04772727272727273
519349,"<a href=""https://warpcast.com/ngampolmania"" target=""_blank"">ngampolmania</a>",4,83,0.04819277108433735
261317,"<a href=""https://warpcast.com/tugrd"" target=""_blank"">tugrd</a>",24,498,0.04819277108433735
478178,"<a href=""https://warpcast.com/gaypukimak"" target=""_blank"">gaypukimak</a>",4,83,0.04819277108433735
260522,"<a href=""https://warpcast.com/kukis"" target=""_blank"">kukis</a>",27,557,0.04847396768402154
263754,"<a href=""https://warpcast.com/mkkkooi"" target=""_blank"">mkkkooi</a>",49,1005,0.04875621890547264
475356,"<a href=""https://warpcast.com/cwstarboyy"" target=""_blank"">cwstarboyy</a>",4,82,0.04878048780487805
521315,"<a href=""https://warpcast.com/cervan"" target=""_blank"">cervan</a>",4,82,0.04878048780487805
507504,"<a href=""https://warpcast.com/huoengiei"" target=""_blank"">huoengiei</a>",28,574,0.04878048780487805
522167,"<a href=""https://warpcast.com/fdezuo"" target=""_blank"">fdezuo</a>",2,41,0.04878048780487805
531689,"<a href=""https://warpcast.com/sk015"" target=""_blank"">sk015</a>",2,41,0.04878048780487805
336382,"<a href=""https://warpcast.com/teradegen.eth"" target=""_blank"">teradegen.eth</a>",83,1694,0.048996458087367176
261375,"<a href=""https://warpcast.com/huygkk"" target=""_blank"">huygkk</a>",22,448,0.049107142857142856
530577,"<a href=""https://warpcast.com/altams885"" target=""_blank"">altams885</a>",3,61,0.04918032786885246
562544,"<a href=""https://warpcast.com/oluwatomisin35"" target=""_blank"">oluwatomisin35</a>",6,122,0.04918032786885246
492858,"<a href=""https://warpcast.com/quduswears"" target=""_blank"">quduswears</a>",7,142,0.04929577464788732
547661,"<a href=""https://warpcast.com/sensational"" target=""_blank"">sensational</a>",13,263,0.049429657794676805
507409,"<a href=""https://warpcast.com/kidkho"" target=""_blank"">kidkho</a>",30,605,0.049586776859504134
468433,"<a href=""https://warpcast.com/mit5mr"" target=""_blank"">mit5mr</a>",24,482,0.04979253112033195
502060,"<a href=""https://warpcast.com/mrzer0"" target=""_blank"">mrzer0</a>",3,60,0.05
545568,"<a href=""https://warpcast.com/kareemkhan11"" target=""_blank"">kareemkhan11</a>",4,80,0.05
307231,"<a href=""https://warpcast.com/trucos"" target=""_blank"">trucos</a>",2,40,0.05
291104,"<a href=""https://warpcast.com/cryptogambut"" target=""_blank"">cryptogambut</a>",2,40,0.05
515150,"<a href=""https://warpcast.com/sulman"" target=""_blank"">sulman</a>",8,159,0.050314465408805034
314238,"<a href=""https://warpcast.com/altna"" target=""_blank"">altna</a>",8,157,0.050955414012738856
579683,"<a href=""https://warpcast.com/knight-wolf"" target=""_blank"">knight-wolf</a>",2,39,0.05128205128205128
529091,"<a href=""https://warpcast.com/dammythejumper"" target=""_blank"">dammythejumper</a>",4,78,0.05128205128205128
331814,"<a href=""https://warpcast.com/willeh"" target=""_blank"">willeh</a>",2,39,0.05128205128205128
530279,"<a href=""https://warpcast.com/tinfoilhatmouse"" target=""_blank"">tinfoilhatmouse</a>",6,117,0.05128205128205128
6933,"<a href=""https://warpcast.com/yupdev"" target=""_blank"">yupdev</a>",10,194,0.05154639175257732
530237,"<a href=""https://warpcast.com/casanovaxzc"" target=""_blank"">casanovaxzc</a>",6,116,0.05172413793103448
543732,"<a href=""https://warpcast.com/nurjaman"" target=""_blank"">nurjaman</a>",4,77,0.05194805194805195
506875,"<a href=""https://warpcast.com/icarus19912"" target=""_blank"">icarus19912</a>",9,173,0.05202312138728324
566427,"<a href=""https://warpcast.com/gas-station"" target=""_blank"">gas-station</a>",26,497,0.052313883299798795
502254,"<a href=""https://warpcast.com/masks-bot"" target=""_blank"">masks-bot</a>",1254,23935,0.05239189471485273
263951,"<a href=""https://warpcast.com/ooooooo0000oooo"" target=""_blank"">ooooooo0000oooo</a>",57,1086,0.052486187845303865
263850,"<a href=""https://warpcast.com/mkkoooi"" target=""_blank"">mkkoooi</a>",57,1085,0.052534562211981564
522954,"<a href=""https://warpcast.com/pushpendra200"" target=""_blank"">pushpendra200</a>",3,57,0.05263157894736842
426021,"<a href=""https://warpcast.com/goodriell01"" target=""_blank"">goodriell01</a>",2,38,0.05263157894736842
255210,"<a href=""https://warpcast.com/anjarpamungkas"" target=""_blank"">anjarpamungkas</a>",2,38,0.05263157894736842
550559,"<a href=""https://warpcast.com/ifedade"" target=""_blank"">ifedade</a>",2,38,0.05263157894736842
261399,"<a href=""https://warpcast.com/qppqpqpq344"" target=""_blank"">qppqpqpq344</a>",54,1023,0.05278592375366569
259615,"<a href=""https://warpcast.com/cmakwoeiu"" target=""_blank"">cmakwoeiu</a>",57,1078,0.05287569573283859
507427,"<a href=""https://warpcast.com/khungti"" target=""_blank"">khungti</a>",32,605,0.05289256198347107
508384,"<a href=""https://warpcast.com/juokosuo"" target=""_blank"">juokosuo</a>",26,490,0.053061224489795916
259677,"<a href=""https://warpcast.com/cmnvnjsjr"" target=""_blank"">cmnvnjsjr</a>",56,1050,0.05333333333333334
276994,"<a href=""https://warpcast.com/vangage22"" target=""_blank"">vangage22</a>",7,131,0.05343511450381679
509264,"<a href=""https://warpcast.com/zainali"" target=""_blank"">zainali</a>",18,336,0.05357142857142857
521112,"<a href=""https://warpcast.com/somarani"" target=""_blank"">somarani</a>",3,56,0.05357142857142857
511289,"<a href=""https://warpcast.com/rodrig"" target=""_blank"">rodrig</a>",2,37,0.05405405405405406
542869,"<a href=""https://warpcast.com/ehlnae"" target=""_blank"">ehlnae</a>",2,37,0.05405405405405406
530627,"<a href=""https://warpcast.com/coolshirtbra"" target=""_blank"">coolshirtbra</a>",6,111,0.05405405405405406
498731,"<a href=""https://warpcast.com/gorkez"" target=""_blank"">gorkez</a>",10,185,0.05405405405405406
522746,"<a href=""https://warpcast.com/blackbird89"" target=""_blank"">blackbird89</a>",15,276,0.05434782608695652
561842,"<a href=""https://warpcast.com/leanhtoan525859"" target=""_blank"">leanhtoan525859</a>",10,184,0.05434782608695652
263933,"<a href=""https://warpcast.com/huykk"" target=""_blank"">huykk</a>",41,752,0.05452127659574468
427237,"<a href=""https://warpcast.com/crome"" target=""_blank"">crome</a>",3,55,0.05454545454545454
499775,"<a href=""https://warpcast.com/blueeth"" target=""_blank"">blueeth</a>",3,55,0.05454545454545454
536459,"<a href=""https://warpcast.com/iluvmymom420"" target=""_blank"">iluvmymom420</a>",4,73,0.0547945205479452
532237,"<a href=""https://warpcast.com/lucaeth"" target=""_blank"">lucaeth</a>",4,73,0.0547945205479452
524241,"<a href=""https://warpcast.com/jlion"" target=""_blank"">jlion</a>",176,3209,0.054845746338423186
507480,"<a href=""https://warpcast.com/uteghj"" target=""_blank"">uteghj</a>",33,600,0.055
274745,"<a href=""https://warpcast.com/kiosri"" target=""_blank"">kiosri</a>",42,756,0.05555555555555555
564263,"<a href=""https://warpcast.com/lokeshloki"" target=""_blank"">lokeshloki</a>",2,36,0.05555555555555555
568986,"<a href=""https://warpcast.com/leoliu"" target=""_blank"">leoliu</a>",2,36,0.05555555555555555
486306,"<a href=""https://warpcast.com/x0nfb"" target=""_blank"">x0nfb</a>",3,54,0.05555555555555555
515000,"<a href=""https://warpcast.com/nogsbot"" target=""_blank"">nogsbot</a>",21,376,0.05585106382978723
509820,"<a href=""https://warpcast.com/abbas01"" target=""_blank"">abbas01</a>",3,53,0.05660377358490566
272335,"<a href=""https://warpcast.com/gyuugg"" target=""_blank"">gyuugg</a>",31,547,0.056672760511883
420732,"<a href=""https://warpcast.com/yeso"" target=""_blank"">yeso</a>",7,123,0.056910569105691054
263984,"<a href=""https://warpcast.com/yuiokj"" target=""_blank"">yuiokj</a>",42,738,0.056910569105691054
13259,"<a href=""https://warpcast.com/braindrops-bot"" target=""_blank"">braindrops-bot</a>",7,123,0.056910569105691054
515827,"<a href=""https://warpcast.com/snipe101"" target=""_blank"">snipe101</a>",9,158,0.056962025316455694
507456,"<a href=""https://warpcast.com/khuudi"" target=""_blank"">khuudi</a>",33,579,0.05699481865284974
500638,"<a href=""https://warpcast.com/bembem999"" target=""_blank"">bembem999</a>",4,70,0.05714285714285714
500584,"<a href=""https://warpcast.com/makemoney22"" target=""_blank"">makemoney22</a>",4,70,0.05714285714285714
511105,"<a href=""https://warpcast.com/dorex"" target=""_blank"">dorex</a>",2,35,0.05714285714285714
500608,"<a href=""https://warpcast.com/mockingbird88"" target=""_blank"">mockingbird88</a>",4,70,0.05714285714285714
527768,"<a href=""https://warpcast.com/frankyeth"" target=""_blank"">frankyeth</a>",4,70,0.05714285714285714
530999,"<a href=""https://warpcast.com/natashaaa"" target=""_blank"">natashaaa</a>",4,70,0.05714285714285714
507159,"<a href=""https://warpcast.com/khuojj"" target=""_blank"">khuojj</a>",31,540,0.05740740740740741
508211,"<a href=""https://warpcast.com/mautrix"" target=""_blank"">mautrix</a>",32,557,0.05745062836624776
267463,"<a href=""https://warpcast.com/guuuti"" target=""_blank"">guuuti</a>",44,765,0.05751633986928104
530261,"<a href=""https://warpcast.com/oprah333"" target=""_blank"">oprah333</a>",7,121,0.05785123966942149
508359,"<a href=""https://warpcast.com/uongdieo"" target=""_blank"">uongdieo</a>",35,603,0.05804311774461028
263917,"<a href=""https://warpcast.com/ytuggt"" target=""_blank"">ytuggt</a>",40,689,0.05805515239477504
518235,"<a href=""https://warpcast.com/ilyaskhan"" target=""_blank"">ilyaskhan</a>",20,344,0.05813953488372093
572042,"<a href=""https://warpcast.com/automated"" target=""_blank"">automated</a>",12,206,0.05825242718446602
312429,"<a href=""https://warpcast.com/tommas"" target=""_blank"">tommas</a>",6,103,0.05825242718446602
261379,"<a href=""https://warpcast.com/xmakqoeijf"" target=""_blank"">xmakqoeijf</a>",62,1061,0.058435438265786996
263862,"<a href=""https://warpcast.com/gjyxsr"" target=""_blank"">gjyxsr</a>",47,793,0.05926860025220681
260612,"<a href=""https://warpcast.com/kolos"" target=""_blank"">kolos</a>",29,489,0.05930470347648262
275362,"<a href=""https://warpcast.com/fjignjuui"" target=""_blank"">fjignjuui</a>",35,589,0.059422750424448216
445325,"<a href=""https://warpcast.com/mamangsaltoo"" target=""_blank"">mamangsaltoo</a>",5,84,0.05952380952380952
568408,"<a href=""https://warpcast.com/elen222"" target=""_blank"">elen222</a>",4,67,0.05970149253731343
530215,"<a href=""https://warpcast.com/averagestudent"" target=""_blank"">averagestudent</a>",7,117,0.05982905982905983
530194,"<a href=""https://warpcast.com/hoosier-daddy"" target=""_blank"">hoosier-daddy</a>",8,133,0.06015037593984962
508398,"<a href=""https://warpcast.com/juieboro"" target=""_blank"">juieboro</a>",36,597,0.06030150753768844
509023,"<a href=""https://warpcast.com/geraldhaha"" target=""_blank"">geraldhaha</a>",62,1023,0.06060606060606061
560050,"<a href=""https://warpcast.com/nightmare9"" target=""_blank"">nightmare9</a>",2,33,0.06060606060606061
539254,"<a href=""https://warpcast.com/nc674675"" target=""_blank"">nc674675</a>",2,33,0.06060606060606061
542924,"<a href=""https://warpcast.com/xanth"" target=""_blank"">xanth</a>",2,33,0.06060606060606061
274166,"<a href=""https://warpcast.com/buioh"" target=""_blank"">buioh</a>",41,676,0.060650887573964495
507532,"<a href=""https://warpcast.com/huodbiey"" target=""_blank"">huodbiey</a>",35,575,0.06086956521739131
478138,"<a href=""https://warpcast.com/anakfranco"" target=""_blank"">anakfranco</a>",5,82,0.06097560975609756
499696,"<a href=""https://warpcast.com/djarum"" target=""_blank"">djarum</a>",11,180,0.06111111111111111
436325,"<a href=""https://warpcast.com/swearjar"" target=""_blank"">swearjar</a>",14,229,0.0611353711790393
507541,"<a href=""https://warpcast.com/juiyeub"" target=""_blank"">juiyeub</a>",32,523,0.06118546845124283
511338,"<a href=""https://warpcast.com/the-animals"" target=""_blank"">the-animals</a>",3,49,0.061224489795918366
263820,"<a href=""https://warpcast.com/namakkoe"" target=""_blank"">namakkoe</a>",65,1059,0.061378659112370164
524440,"<a href=""https://warpcast.com/hasagiii"" target=""_blank"">hasagiii</a>",8,130,0.06153846153846154
460608,"<a href=""https://warpcast.com/warpcastbot"" target=""_blank"">warpcastbot</a>",303,4909,0.06172336524750458
275068,"<a href=""https://warpcast.com/huyhj"" target=""_blank"">huyhj</a>",49,792,0.06186868686868687
521864,"<a href=""https://warpcast.com/harry15"" target=""_blank"">harry15</a>",198,3192,0.06203007518796992
508432,"<a href=""https://warpcast.com/uoiejjid"" target=""_blank"">uoiejjid</a>",36,580,0.06206896551724138
529757,"<a href=""https://warpcast.com/hooman16"" target=""_blank"">hooman16</a>",2,32,0.0625
546088,"<a href=""https://warpcast.com/kalliopei"" target=""_blank"">kalliopei</a>",2,32,0.0625
272075,"<a href=""https://warpcast.com/huyudd"" target=""_blank"">huyudd</a>",41,656,0.0625
